street_name,hdb_age,mrt_nearest_distance,bus_interchange,max_floor_lvl,Mall_Nearest_Distance,Hawker_Nearest_Distance,Ammenities_same_block,Ammenities_within_500m,Ammenities_within_1km,Ammenities_within_2km,pri_sch_dist_vacancy,sec_sch_dist_cutoff,mrt_no,town,region,count
ADMIRALTY DR,20,787.448475718896,1,16,680.373562,1668.011613,0,0.0,1.0,4.0,22161.56154081475,2.705728339037571,1,SEMBAWANG,north,31
ADMIRALTY DR,20,791.9888133318818,1,16,724.6696478,1882.735481,0,0.0,1.0,4.0,13539.631036391755,1.3589063173943925,1,SEMBAWANG,north,26
ADMIRALTY DR,20,796.986213399298,1,16,744.4433589,1970.984555,0,0.0,1.0,4.0,13009.440224279311,0.8162541391690342,1,SEMBAWANG,north,42
ADMIRALTY DR,20,796.986213399298,1,16,744.4433589,1970.984555,1,0.0,1.0,4.0,13009.440224279311,0.8162541391690342,1,SEMBAWANG,north,29
ADMIRALTY LINK,11,779.2214525169135,1,18,799.6073613,2427.729579,0,0.0,1.0,1.0,7225.303971758093,1.7048656488407057,1,SEMBAWANG,north,35
ADMIRALTY LINK,11,790.9111367497919,1,18,820.2565079,2488.302847,0,0.0,1.0,1.0,8357.701327731993,2.027297906856414,1,SEMBAWANG,north,36
ADMIRALTY LINK,11,812.6625604420167,1,18,828.3156277,2407.399382,0,0.0,1.0,1.0,9741.625701133738,1.5827088483941805,1,SEMBAWANG,north,35
ADMIRALTY LINK,11,866.2020393166048,1,19,881.0777384,2417.971249,0,0.0,1.0,1.0,13189.055860007365,1.655184683933202,1,SEMBAWANG,north,30
ADMIRALTY LINK,17,845.0748697764064,1,16,847.9065819,2330.204672,1,0.0,1.0,1.0,13842.359543966308,1.1862147728594072,1,SEMBAWANG,north,32
ADMIRALTY LINK,17,852.9123022490685,1,21,893.3948426,2588.227124,0,0.0,1.0,1.0,14369.327003601149,2.54778302542342,1,SEMBAWANG,north,34
ADMIRALTY LINK,17,922.2818864277064,1,21,960.245782,2604.113772,0,0.0,1.0,1.0,18211.877955066702,2.641983811758081,1,SEMBAWANG,north,27
ADMIRALTY LINK,17,922.9984176577008,1,21,940.2251498,2453.174326,1,0.0,1.0,1.0,16714.158056858807,1.8892607497433973,1,SEMBAWANG,north,45
ADMIRALTY LINK,17,938.7161809617592,1,21,967.6897717,2545.816023,0,0.0,1.0,1.0,18059.27975161053,2.3602316918529125,1,SEMBAWANG,north,29
ADMIRALTY LINK,17,955.057410374416,1,16,965.6228006,2414.030969,1,0.0,1.0,1.0,21390.596654611803,1.7579845692581004,1,SEMBAWANG,north,37
ADMIRALTY LINK,18,974.7715384082936,1,16,991.3146506,2466.377529,0,0.0,1.0,1.0,23368.573389971705,2.032941075317956,1,SEMBAWANG,north,40
ADMIRALTY LINK,18,1067.9742760724712,1,16,1081.734861,2478.692083,0,0.0,0.0,2.0,18048.723985975044,2.2965806138182154,1,SEMBAWANG,north,46
ADMIRALTY LINK,20,676.1509802195003,1,15,677.9242744,2297.157709,0,0.0,1.0,1.0,8332.771359127179,1.193770290309287,1,SEMBAWANG,north,28
ADMIRALTY LINK,20,678.8113791436072,1,15,671.79245,2249.921873,0,0.0,1.0,1.0,11441.231180671935,0.9862443961105436,1,SEMBAWANG,north,29
ADMIRALTY LINK,20,730.2840360541002,1,15,730.3758742,2294.134499,0,0.0,1.0,1.0,9704.912824083654,1.0511245182585969,1,SEMBAWANG,north,16
ADMIRALTY LINK,20,754.8139137844616,1,15,749.0965628,2262.301093,0,0.0,1.0,1.0,12344.814182361553,0.8484689263128744,1,SEMBAWANG,north,22
ADMIRALTY LINK,20,783.0479228992003,1,15,782.0068765,2294.305803,0,0.0,1.0,1.0,11866.271425886329,0.9862651371532759,1,SEMBAWANG,north,14
AH HOOD RD,40,587.0025084590023,1,25,222.7525902,1090.670596,0,2.0,3.0,11.0,26431.384937674764,2.273486831235291,1,KALLANG/WHAMPOA,central,10
AH HOOD RD,40,660.717050137579,1,25,164.8455358,1157.843194,0,2.0,3.0,11.0,28003.430357263474,2.453959228331155,1,KALLANG/WHAMPOA,central,15
ALJUNIED CRES,35,390.0706560915294,0,12,477.0152582,329.1845005,0,3.0,5.0,10.0,22539.41635645955,1.2900306980574376,1,GEYLANG,central,37
ALJUNIED CRES,40,341.3538561989491,0,12,443.4348376,367.0427344,0,2.0,5.0,11.0,19167.57355383791,1.097045189665631,1,GEYLANG,central,9
ALJUNIED CRES,40,435.3953193367809,0,12,419.4530725,260.091366,0,3.0,5.0,10.0,27747.6958429282,1.5881236173837108,1,GEYLANG,central,22
ALJUNIED CRES,41,445.2870161113944,0,12,535.7697156,306.2134403,0,2.0,6.0,10.0,26187.689098269868,1.4988375170713066,1,GEYLANG,central,11
ALJUNIED CRES,41,525.5297052635639,0,12,558.6731165,224.2363983,1,2.0,6.0,10.0,32847.243039294735,1.8799933058204403,1,GEYLANG,central,22
ALJUNIED CRES,42,289.3776914316262,0,12,546.0199439,447.5794847,1,1.0,4.0,14.0,12587.929343944217,0.7204629890077963,1,GEYLANG,central,20
ALJUNIED CRES,42,332.8814676931381,0,12,590.7206571,457.6447069,0,1.0,4.0,13.0,15841.852631124308,0.9066994408839462,1,GEYLANG,central,13
ALJUNIED CRES,42,661.7258743568236,0,10,686.0614201,213.2221039,0,2.0,6.0,9.0,34167.43295719878,2.4571014465937075,1,GEYLANG,central,6
ALJUNIED CRES,43,400.0266724644202,0,12,636.7820674,480.962163,0,2.0,4.0,12.0,21078.543344764494,1.206418460666466,1,GEYLANG,central,3
ALJUNIED CRES,43,439.38092550112015,0,12,696.3219926,494.3080076,0,1.0,5.0,13.0,24122.83539600293,1.380656787774893,1,GEYLANG,central,23
ALJUNIED CRES,43,477.33630875888167,0,12,586.9475403,318.5908681,0,2.0,5.0,11.0,28151.33176230403,1.6112254900586098,1,GEYLANG,central,17
ALJUNIED CRES,43,502.7197977176916,0,12,683.052259,385.4061867,1,2.0,4.0,11.0,29247.4856505889,1.6739632354961593,1,GEYLANG,central,25
ALJUNIED CRES,43,581.0239742445592,0,12,686.0766022,283.9989491,0,2.0,5.0,10.0,29566.299363954542,2.0528954304698885,1,GEYLANG,central,28
ALJUNIED CRES,46,604.4839700941646,0,12,595.3030779,156.2188559,0,2.0,6.0,9.0,39245.24453575136,2.2461792889051826,1,GEYLANG,central,17
ALJUNIED CRES,46,654.1829314267864,0,12,619.1650643,118.2745166,0,2.0,7.0,8.0,43301.68311354882,2.478347247799268,1,GEYLANG,central,15
ALJUNIED CRES,46,678.2912722585912,0,12,684.0040015,148.4182473,1,2.0,6.0,9.0,38618.35690686957,2.7180275606784092,2,GEYLANG,central,21
ALJUNIED RD,38,409.69695327539233,0,20,1011.281487,378.4334758,0,2.0,3.0,13.0,7075.779212101422,2.968337436777388,1,GEYLANG,central,10
ALJUNIED RD,38,456.8583569702003,0,20,996.8190056,421.4085419,1,1.0,5.0,12.0,8720.836451005394,2.8102360708441103,1,GEYLANG,central,12
ANCHORVALE CRES,6,869.7213345436519,1,16,831.7786854,2597.444635,0,0.0,1.0,5.0,14565.68783406202,4.005836770112458,1,SENGKANG,north_east,22
ANCHORVALE CRES,6,910.9597180227136,1,16,871.3182165,2598.515423,0,0.0,1.0,5.0,15606.97539228821,4.076510692867495,1,SENGKANG,north_east,13
ANCHORVALE CRES,6,926.9160407536032,1,16,898.1677269,2716.017178,0,0.0,1.0,5.0,20651.98105514837,4.474987697762449,1,SENGKANG,north_east,13
ANCHORVALE CRES,6,932.0527385395656,1,16,890.8078716,2590.626507,0,0.0,1.0,5.0,15950.354316827015,4.087675766538733,1,SENGKANG,north_east,16
ANCHORVALE CRES,6,963.9018431652336,1,16,930.6687459,2691.211835,0,0.0,1.0,5.0,20392.96591210944,4.455580741239681,1,SENGKANG,north_east,14
ANCHORVALE CRES,6,989.8839561852268,1,16,947.1132613,2598.605073,0,0.0,1.0,4.0,18148.216622664873,4.216679640447476,1,SENGKANG,north_east,11
ANCHORVALE CRES,6,990.6073520711132,1,16,954.8313014,2677.994701,0,0.0,1.0,4.0,20614.97003770626,4.459887912091426,1,SENGKANG,north_east,18
ANCHORVALE CRES,6,1022.7765408171174,1,16,978.2880559,2592.271581,0,0.0,1.0,4.0,19238.618458081673,4.26019146992495,1,SENGKANG,north_east,12
ANCHORVALE CRES,6,1055.6036175411784,1,16,1017.587831,2685.723172,0,0.0,0.0,5.0,22880.136032793995,4.599394155729335,1,SENGKANG,north_east,10
ANCHORVALE CRES,6,1075.3609514293962,1,16,1034.695255,2663.590608,0,0.0,0.0,5.0,22988.263533315334,4.571946580216456,1,SENGKANG,north_east,10
ANCHORVALE DR,19,393.8106122018386,1,15,303.4123477,2109.280832,0,1.0,0.0,6.0,9780.927663642226,1.594268595724516,1,SENGKANG,north_east,24
ANCHORVALE DR,19,409.4660757467685,1,15,322.1244066,2133.349468,0,1.0,0.0,6.0,7737.286724544932,1.6839140472527852,1,SENGKANG,north_east,11
ANCHORVALE DR,19,438.5382300751878,1,15,346.3041442,2014.994136,0,1.0,0.0,5.0,13214.040977880764,1.2473632423646408,1,SENGKANG,north_east,17
ANCHORVALE DR,19,443.06140144577154,1,15,352.3140418,2069.739422,0,1.0,0.0,5.0,7978.558025829627,1.4223971464991287,1,SENGKANG,north_east,9
ANCHORVALE DR,19,466.00532275296814,1,15,374.0679794,2027.284751,0,1.0,0.0,5.0,9349.597387870097,1.2504997226184413,1,SENGKANG,north_east,12
ANCHORVALE DR,19,492.33878284483353,1,15,400.8768836,1949.214404,0,1.0,0.0,7.0,15330.047913264272,1.0021832762090543,1,SENGKANG,north_east,15
ANCHORVALE DR,19,502.03089290366,1,15,409.7100334,1981.127261,0,1.0,0.0,6.0,10712.222409063766,1.0608323800187276,1,SENGKANG,north_east,22
ANCHORVALE DR,19,509.9910196096161,1,15,419.5818862,2029.732432,1,1.0,0.0,5.0,5868.668827694458,1.2632515146431693,1,SENGKANG,north_east,14
ANCHORVALE DR,19,563.309207348315,1,15,473.4306489,2004.860279,0,1.0,0.0,5.0,5390.113815562349,1.1973368771537058,1,SENGKANG,north_east,10
ANCHORVALE DR,19,575.8306305458927,1,15,483.5258403,1924.03014,0,1.0,0.0,6.0,11367.58596437387,0.8215507292025361,1,SENGKANG,north_east,8
ANCHORVALE DR,19,592.6819017504712,1,15,501.6644045,1960.317627,0,0.0,1.0,6.0,7945.473969439513,1.0199145292354002,1,SENGKANG,north_east,22
ANCHORVALE DR,19,597.0453955802849,1,15,508.1814824,2003.162344,1,0.0,1.0,5.0,5312.3452237034,1.2427138133541302,1,SENGKANG,north_east,27
ANCHORVALE DR,19,653.9793505027334,1,15,562.615489,1907.975923,1,0.0,1.0,6.0,10893.772561588716,0.8760289243860361,1,SENGKANG,north_east,23
ANCHORVALE DR,20,585.5322307546392,1,15,496.3531275,1838.569992,0,1.0,0.0,7.0,20643.979714069206,0.6771067190665375,1,SENGKANG,north_east,19
ANCHORVALE DR,20,622.1292141769674,1,15,530.6605477,1829.577125,0,0.0,1.0,8.0,18128.516205659296,0.4672757928551661,1,SENGKANG,north_east,19
ANCHORVALE DR,20,666.4385604715172,1,15,577.8750497,1755.587949,0,0.0,1.0,8.0,24134.660707868574,0.4822069234010779,1,SENGKANG,north_east,25
ANCHORVALE DR,20,676.497780368733,1,15,586.9248512,1753.471188,0,0.0,1.0,8.0,23289.616813021108,0.3724146717306394,1,SENGKANG,north_east,29
ANCHORVALE LANE,19,1140.7020111616682,1,18,924.9154959,1878.839101,0,0.0,1.0,7.0,17169.138458038422,2.5965339970345442,1,SENGKANG,north_east,22
ANCHORVALE LANE,19,1178.6580110785949,1,18,907.7389767,1873.411686,0,0.0,1.0,7.0,19659.414530823655,2.729778917237734,1,SENGKANG,north_east,23
ANCHORVALE LANE,19,1228.1306924146231,1,18,899.6324225,1881.002122,0,0.0,2.0,5.0,23505.362028927557,3.1901379877260005,1,SENGKANG,north_east,12
ANCHORVALE LANE,19,1259.7179459261004,1,18,859.2893751,1846.705703,0,0.0,2.0,5.0,24701.411679562476,3.0267005933886924,1,SENGKANG,north_east,22
ANCHORVALE LANE,19,1275.230511512243,1,18,821.9029172,1810.45538,0,0.0,2.0,5.0,24926.677812950045,2.942712205856406,1,SENGKANG,north_east,20
ANCHORVALE LANE,19,1308.1214834064017,1,18,781.7195063,1776.506352,0,0.0,2.0,5.0,26762.835710633703,2.790702077162484,1,SENGKANG,north_east,20
ANCHORVALE LINK,6,435.9013765237929,1,16,385.004109,2370.390805,0,1.0,0.0,6.0,14489.283700266216,2.687522451544868,1,SENGKANG,north_east,8
ANCHORVALE LINK,6,492.1106519373061,1,16,439.5567482,2367.205052,0,1.0,0.0,6.0,11513.03324985662,2.7081121127252827,1,SENGKANG,north_east,16
ANCHORVALE LINK,6,507.1355931262878,1,16,465.056495,2434.865559,0,1.0,0.0,6.0,12165.941439141556,2.989426942616368,1,SENGKANG,north_east,24
ANCHORVALE LINK,6,534.870302886723,1,16,481.6378323,2367.925244,0,1.0,0.0,6.0,9280.754348854198,2.7458204897204412,1,SENGKANG,north_east,13
ANCHORVALE LINK,6,560.5876511111761,1,16,514.6250499,2423.023727,0,0.0,1.0,6.0,9231.393870642649,2.986328400468854,1,SENGKANG,north_east,22
ANCHORVALE LINK,6,595.7928327055912,1,16,539.8216907,2354.711836,0,0.0,1.0,6.0,5948.558153059814,2.7570207869511525,1,SENGKANG,north_east,17
ANCHORVALE LINK,6,603.290040199154,1,16,557.0348598,2431.244503,0,0.0,1.0,6.0,7614.80261507725,3.060595682286901,1,SENGKANG,north_east,13
ANCHORVALE LINK,14,655.701638215355,1,15,667.3081887,1669.669832,0,0.0,2.0,8.0,32003.075937613572,0.42344661904283587,1,SENGKANG,north_east,53
ANCHORVALE LINK,18,683.5004145384546,1,15,612.3047966,2210.370654,0,0.0,1.0,6.0,7319.744342984823,2.321008869072486,1,SENGKANG,north_east,16
ANCHORVALE LINK,18,696.3992925668753,1,15,619.6693274,2141.173984,0,0.0,1.0,5.0,11660.84399385215,2.0684135662659995,1,SENGKANG,north_east,11
ANCHORVALE LINK,18,707.534191550049,1,16,626.5071665,2078.808978,0,0.0,1.0,5.0,10754.181611828379,1.8344100262381946,1,SENGKANG,north_east,19
ANCHORVALE LINK,18,729.2766384132345,1,15,641.5562013,1953.660283,0,0.0,1.0,6.0,11735.365273487616,1.3394982486481284,1,SENGKANG,north_east,20
ANCHORVALE LINK,18,750.5449473946018,1,15,661.0887782,1901.622168,0,0.0,1.0,6.0,15961.682053844717,1.164638722383715,1,SENGKANG,north_east,16
ANCHORVALE LINK,18,755.2313761327005,1,16,679.4383554,2142.759547,0,0.0,1.0,5.0,10934.067874096025,2.205924060787148,1,SENGKANG,north_east,19
ANCHORVALE LINK,18,760.3819945827153,1,16,673.0437411,1946.593164,0,0.0,1.0,6.0,15744.991836259653,1.40858693944469,1,SENGKANG,north_east,16
ANCHORVALE LINK,18,769.9553814954776,1,16,690.5061953,2085.659196,0,0.0,1.0,5.0,14729.438380514184,2.019006486658071,1,SENGKANG,north_east,22
ANCHORVALE LINK,18,773.6022544056505,1,16,701.5746523,2191.920194,1,0.0,1.0,5.0,8814.703998630013,2.4346025164841554,1,SENGKANG,north_east,20
ANCHORVALE LINK,18,781.1734166749649,1,16,692.2545748,1898.72226,0,0.0,1.0,7.0,13648.938682435497,1.2658006416172178,1,SENGKANG,north_east,22
ANCHORVALE LINK,18,822.5328805993853,1,16,744.9058688,2103.567866,0,0.0,1.0,5.0,13888.011467558745,2.2269354114408966,1,SENGKANG,north_east,17
ANCHORVALE LINK,19,771.0842610084318,1,16,818.7711272,1579.223135,0,0.0,3.0,6.0,26960.252877849725,0.722371421935997,1,SENGKANG,north_east,21
ANCHORVALE LINK,19,784.6265749012194,1,16,693.2022245,1817.018882,0,0.0,1.0,7.0,15477.277956763717,0.8870097650857844,1,SENGKANG,north_east,23
ANCHORVALE LINK,19,869.3069122725659,1,16,855.9558858,1598.113239,0,0.0,2.0,7.0,20325.352315501597,0.9781694427489124,1,SENGKANG,north_east,29
ANCHORVALE LINK,19,893.3949827944668,1,16,802.0493645,1750.260305,0,0.0,2.0,6.0,9641.910503678992,1.1351725186473771,1,SENGKANG,north_east,30
ANCHORVALE LINK,19,986.5425635457924,1,16,817.9903401,1632.17168,0,0.0,2.0,8.0,13590.547244527559,1.375249938288172,1,SENGKANG,north_east,24
ANCHORVALE LINK,20,575.9791258223904,1,15,725.5171705,1600.467234,0,0.0,2.0,8.0,25797.5728055769,0.7694877566764009,1,SENGKANG,north_east,18
ANCHORVALE LINK,20,601.0066712193599,1,15,653.3891528,1671.774246,0,0.0,2.0,8.0,29389.774744692582,0.6659788650538097,1,SENGKANG,north_east,23
ANCHORVALE LINK,20,657.7918868833985,1,15,726.4648597,1617.055501,0,0.0,2.0,8.0,30683.82554057737,0.4994592555577199,1,SENGKANG,north_east,27
ANCHORVALE LINK,20,665.7573773679279,1,15,769.9217051,1579.905324,0,0.0,3.0,7.0,30272.980926419543,0.6118880710113853,1,SENGKANG,north_east,29
ANCHORVALE LINK,20,707.06408976192,1,15,696.8547917,1659.751961,0,0.0,1.0,8.0,32362.51238006923,0.2847234955164791,1,SENGKANG,north_east,29
ANCHORVALE LINK,20,744.7246673597676,1,16,726.513185,1649.160456,0,0.0,2.0,7.0,29020.0060373272,0.3409900447718602,1,SENGKANG,north_east,32
ANCHORVALE LINK,20,817.3925492235693,1,16,746.0481477,1669.009049,0,0.0,2.0,7.0,23420.106775556647,0.4901448632970542,1,SENGKANG,north_east,16
ANCHORVALE LINK,20,849.2854742627561,1,16,757.3498802,1747.095001,0,0.0,2.0,7.0,14013.250216806975,0.8878001977396092,1,SENGKANG,north_east,27
ANCHORVALE LINK,20,871.5125705018098,1,16,779.1722978,1697.333257,0,0.0,2.0,7.0,16583.147512921314,0.8062485445380639,1,SENGKANG,north_east,20
ANCHORVALE LINK,20,947.698814401061,1,16,855.5505204,1663.975315,0,0.0,2.0,7.0,13646.459673362999,1.1241858085218146,1,SENGKANG,north_east,22
ANCHORVALE RD,6,851.3547656644994,1,16,790.0994718,2333.541733,0,0.0,1.0,6.0,7760.983683375995,3.101742510744984,1,SENGKANG,north_east,8
ANCHORVALE RD,6,866.2552323307094,1,16,808.2040718,2375.74427,1,0.0,1.0,6.0,8477.164828064808,3.273139949463272,1,SENGKANG,north_east,4
ANCHORVALE RD,6,879.1883638061231,1,16,825.0601653,2425.907955,0,0.0,1.0,6.0,9628.835036909015,3.463642795483324,1,SENGKANG,north_east,17
ANCHORVALE RD,6,902.7823556326604,1,16,837.0223141,2279.349277,1,0.0,1.0,5.0,11175.811214236139,3.0351634378621974,1,SENGKANG,north_east,11
ANCHORVALE RD,6,915.7015559666588,1,16,852.8985665,2322.374309,0,0.0,1.0,5.0,11280.915290794368,3.204401832047724,1,SENGKANG,north_east,9
ANCHORVALE RD,6,927.1926011547206,1,16,867.5389993,2367.231104,0,0.0,1.0,6.0,11678.517102168127,3.3733437554905272,1,SENGKANG,north_east,12
ANCHORVALE RD,6,943.0298217159622,1,16,886.5222615,2412.460636,0,0.0,1.0,6.0,12653.947619391136,3.5500690938403925,1,SENGKANG,north_east,10
ANCHORVALE RD,18,748.6823011047233,1,16,663.6502438,1997.94925,0,0.0,1.0,6.0,12529.832095139189,1.598136335864146,1,SENGKANG,north_east,12
ANCHORVALE RD,18,815.2780190953442,1,16,742.8449134,2183.199351,0,0.0,1.0,5.0,10273.857477891734,2.4990469000501645,1,SENGKANG,north_east,23
ANCHORVALE RD,18,824.4359832039988,1,16,740.8726535,1998.045989,0,0.0,1.0,6.0,15457.662297070516,1.8324680192874208,1,SENGKANG,north_east,16
ANCHORVALE RD,18,842.6737481351195,1,16,766.9268295,2130.610383,0,0.0,1.0,5.0,13232.952745563196,2.3790130544510246,1,SENGKANG,north_east,20
ANCHORVALE RD,18,854.3803997592403,1,16,771.7353386,2006.736515,0,0.0,1.0,5.0,15507.190227479909,1.9612523314964287,1,SENGKANG,north_east,19
ANCHORVALE RD,18,862.896410964542,1,16,777.7503552,1951.494932,0,0.0,1.0,6.0,11589.546049106759,1.7825495509238454,1,SENGKANG,north_east,24
ANCHORVALE RD,18,867.0072597687998,1,16,779.7736669,1900.159738,0,0.0,1.0,7.0,8514.1114991733,1.6014667883188574,1,SENGKANG,north_east,23
ANCHORVALE RD,18,875.0592810121356,1,16,799.061719,2122.512997,0,0.0,1.0,5.0,14542.755018369322,2.4378455631482225,1,SENGKANG,north_east,23
ANCHORVALE RD,18,880.1557874617816,1,16,807.2702079,2172.466884,0,0.0,1.0,5.0,12937.676263750707,2.6232048711575957,1,SENGKANG,north_east,18
ANCHORVALE RD,18,908.9749189827074,1,16,825.415948,1971.422343,0,0.0,1.0,6.0,12671.88220192418,2.0156905714362567,1,SENGKANG,north_east,18
ANCHORVALE RD,18,918.147390318813,1,16,832.1140356,1909.874993,0,0.0,1.0,7.0,8005.843417477521,1.8330422921545648,1,SENGKANG,north_east,19
ANCHORVALE RD,18,1202.7239475759634,1,18,819.30839,1780.695021,0,0.0,2.0,6.0,18710.962913372554,2.612002483869398,1,SENGKANG,north_east,23
ANCHORVALE RD,18,1240.390391663006,1,18,802.3560714,1776.074617,0,0.0,2.0,5.0,21548.008295537133,2.7567541820814676,1,SENGKANG,north_east,27
ANCHORVALE RD,19,1037.429586640228,1,17,793.9935266,1638.541472,0,0.0,2.0,7.0,12449.218498558188,1.593617018227657,1,SENGKANG,north_east,21
ANCHORVALE RD,19,1070.0334977836806,1,18,957.3272211,1887.627472,0,0.0,2.0,6.0,12745.322301569116,2.3468030265992534,1,SENGKANG,north_east,26
ANCHORVALE RD,19,1102.243573935139,1,18,914.8644786,1851.041763,0,0.0,1.0,7.0,13140.440289458817,2.3742096745426844,1,SENGKANG,north_east,25
ANCHORVALE RD,19,1118.7122389546446,1,18,878.3316249,1814.181996,0,0.0,1.0,7.0,12982.202736478175,2.345598983688284,1,SENGKANG,north_east,18
ANCHORVALE RD,19,1127.1487346376953,1,17,778.9405258,1686.660855,0,0.0,1.0,7.0,12846.114000239166,2.072277812245729,1,SENGKANG,north_east,26
ANCHORVALE RD,19,1152.4979957874857,1,18,835.8775399,1777.975789,0,0.0,1.0,7.0,14724.833370967086,2.3970387660735297,1,SENGKANG,north_east,21
ANCHORVALE RD,20,919.5895820473664,1,16,827.6110619,1696.478133,0,0.0,2.0,7.0,12421.226719797478,1.0765200552299292,1,SENGKANG,north_east,11
ANCHORVALE RD,20,976.318244529706,1,16,866.888888,1690.896746,0,0.0,2.0,6.0,9452.254469903139,1.358286614454687,1,SENGKANG,north_east,21
ANCHORVALE RD,20,998.25680536982,1,17,867.958736,1718.58124,0,0.0,2.0,7.0,6445.8164038282375,1.5506726192282276,1,SENGKANG,north_east,17
ANCHORVALE RD,20,1054.995147975318,1,17,853.383254,1743.704293,0,0.0,2.0,6.0,7075.538061438369,1.8869661749880051,1,SENGKANG,north_east,26
ANCHORVALE RD,20,1057.316287182089,1,17,827.5986756,1705.95191,0,0.0,2.0,6.0,8416.110935271769,1.7967421685297884,1,SENGKANG,north_east,21
ANCHORVALE ST,6,703.6627040729486,1,16,658.7118123,2469.557857,0,0.0,1.0,6.0,6743.993335885138,3.3242187002173234,1,SENGKANG,north_east,10
